t_us,phase,pulse,Vg_V,Py_uC_cm2,Id_uA_um,V_pgm_V,threshold_uA_um
0.5560000000000003,read,11,0.0,0.318596501656731,0.0006140717317659099,0.2,0.08209538082760466
0.5584999999999998,read,11,0.0,0.318564212643311,0.000614178203769002,0.2,0.08209538082760466
0.5610000000000002,read,11,0.0,0.31853194060700796,0.0006146234882723597,0.2,0.08209538082760466
0.5634999999999998,read,11,0.0,0.318499685926875,0.0006153592674160913,0.2,0.08209538082760466
0.5660000000000002,read,11,0.0,0.318467448967853,0.0006163602049349709,0.2,0.08209538082760466
0.5684999999999997,read,11,0.0,0.318435230081203,0.0006176055419961384,0.2,0.08209538082760466
0.5710000000000002,read,11,0.0,0.318403029604932,0.0006190759092662918,0.2,0.08209538082760466
0.5719999999999997,write,12,2.0,0.318390135183951,71.4861339955479,0.2,0.08209538082760466
0.5753333333333303,write,12,2.0,0.31834592489321795,73.7504395782655,0.2,0.08209538082760466
0.57866666666667,write,12,2.0,0.318299467107383,73.75035271720424,0.2,0.08209538082760466
0.5819999999999996,write,12,2.0,0.318251085839061,73.75026963340635,0.2,0.08209538082760466
0.5853333333333404,write,12,2.0,0.318200797337404,73.75019029905634,0.2,0.08209538082760466
0.58866666666667,write,12,2.0,0.31814860083373697,73.75011471910423,0.2,0.08209538082760466
0.5920000000000004,write,12,2.0,0.31809449559324804,73.75004289843172,0.2,0.08209538082760466
0.5930000000000001,read,12,0.0,0.318078078824623,0.6236653388573445,0.2,0.08209538082760466
0.5955000000000005,read,12,0.0,0.318037015456213,0.0014588777251323785,0.2,0.08209538082760466
0.5980000000000001,read,12,0.0,0.31799598698146797,0.0006916781437606974,0.2,0.08209538082760466
0.6005000000000005,read,12,0.0,0.317954993609772,0.0006248426362913964,0.2,0.08209538082760466
0.603,read,12,0.0,0.317914035436571,0.0006165086336668211,0.2,0.08209538082760466
0.6055000000000004,read,12,0.0,0.31787311039197996,0.0006147171387927027,0.2,0.08209538082760466
0.608,read,12,0.0,0.317832218862477,0.0006143540294484914,0.2,0.08209538082760466
0.6105000000000004,read,12,0.0,0.317791361219109,0.0006145082085936877,0.2,0.08209538082760466
0.6129999999999999,read,12,0.0,0.317750537818027,0.0006150026975439953,0.2,0.08209538082760466
0.6155000000000003,read,12,0.0,0.317709749000945,0.0006157891217303142,0.2,0.08209538082760466
0.6179999999999999,read,12,0.0,0.317668995095595,0.0006168420920991424,0.2,0.08209538082760466
0.6205000000000003,read,12,0.0,0.31762827641615304,0.0006181407917463959,0.2,0.08209538082760466
0.6229999999999998,read,12,0.0,0.31758759326366304,0.0006196657964868499,0.2,0.08209538082760466
